Posting Date,Transaction Date,Amount,Credit Debit Indicator,type,Type Group,Reference,Instructed Currency,Currency Exchange Rate,Instructed Amount,Description,Category,Check Serial Number,Card Ending
02/04/2025,02/04/2025,86.87,Debit,ACH Debit,ACH Debit,,,,,Payment to Portland General Electric,Utilities,9100001,
02/04/2025,02/04/2025,19.50,Debit,POS,POS,,,,,DEBIT-DC 7898 TST*FIRE ON THE MO XX-9464 OR,Restaurants/Dining,,
02/04/2025,02/04/2025,1911.00,Credit,ACH Credit,ACH Credit,,,,,Salary/Regular Income from Treasury.gov,Paychecks/Salary,11103617,
02/03/2025,02/03/2025,100.00,Debit,ACH Debit,ACH Debit,,,,,Payment to Chase,Credit Card Payments,2100002,
02/03/2025,02/01/2025,50.00,Debit,POS,POS,,,,,Transfer to Venmo,Transfers,,
02/03/2025,02/01/2025,22.00,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *LA MAI PLATE PORTLAND OR,Restaurants/Dining,,
02/03/2025,02/01/2025,20.00,Debit,POS,POS,,,,,Us Market,Groceries,,
02/03/2025,01/31/2025,18.48,Debit,POS,POS,,,,,Belmont Station,Groceries,,
02/03/2025,02/02/2025,13.75,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *KYRA'S BAKE SH LAKE OSWEGO OR,Restaurants/Dining,,
02/03/2025,02/01/2025,11.99,Debit,POS,POS,,,,,Spotify,Entertainment,,
02/03/2025,02/01/2025,10.36,Debit,POS,POS,,,,,DEBIT-DC XX 76 - ROCKET 5459 PORTLAND OR,Other Expenses,,
02/03/2025,02/01/2025,7.99,Debit,POS,POS,,,,,Crunchyroll,Entertainment,,
02/03/2025,02/02/2025,6.25,Debit,POS,POS,,,,,Floyd's Coffee Shop,Restaurants/Dining,,
02/03/2025,02/02/2025,4.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
01/31/2025,01/31/2025,0.08,Credit,Credit,Credit,,,,,Interest Income,Interest,,
01/31/2025,01/29/2025,62.00,Debit,POS,POS,,,,,DEBIT-DC 7898 TST* MOONSHOT TAVE PORTLAND OR,Restaurants/Dining,,
01/31/2025,01/30/2025,33.11,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
01/31/2025,01/30/2025,18.70,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *KYRA'S BAKE SH LAKE OSWEGO OR,Restaurants/Dining,,
01/31/2025,01/30/2025,6.08,Debit,POS,POS,,,,,Plaid Pantry,Groceries,,
01/30/2025,01/29/2025,115.41,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
01/30/2025,01/29/2025,12.65,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
01/30/2025,01/28/2025,3.85,Debit,POS,POS,,,,,Veterans Canteen Service,General Merchandise,,
01/30/2025,01/30/2025,1384.25,Credit,ACH Credit,ACH Credit,,,,,Salary/Regular Income from U.s. Dept. Of Veterans Affairs,Paychecks/Salary,11173693,
01/29/2025,01/28/2025,18.88,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *TON KAO LLC PORTLAND OR,General Merchandise,,
01/29/2025,01/28/2025,18.00,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *MIKIKO MOCHI D PORTLAND OR,Restaurants/Dining,,
01/29/2025,01/28/2025,10.98,Debit,POS,POS,,,,,DEBIT-DC XX 76 - ROCKET 5459 PORTLAND OR,Other Expenses,,
01/29/2025,01/29/2025,1989.89,Credit,ACH Credit,ACH Credit,,,,,Department Of Veteran Affairs Deposit,Deposits,11103600,
01/28/2025,01/28/2025,15.06,Debit,ACH Debit,ACH Debit,,,,,Payment to Allstate,Insurance,2100002,
01/28/2025,01/28/2025,200.00,Debit,Transfer,Transfer,,,,,Transfer To Credit Card -4587,Transfers,,
01/28/2025,01/27/2025,14.70,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
01/28/2025,01/27/2025,2.99,Debit,POS,POS,,,,,Apple,Electronics,,
01/27/2025,01/25/2025,201.00,Debit,POS,POS,,,,,DEBIT-DC 7898 TST*MOX BOARDING H XX-0669 OR,Other Expenses,,
01/27/2025,01/25/2025,36.65,Debit,POS,POS,,,,,Lyft,Travel,,
01/27/2025,01/27/2025,28.09,Debit,POS,POS,,,,,Grubhub,Restaurants/Dining,,
01/27/2025,01/26/2025,17.25,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *COCK FIGHT LLC PORTLAND OR,Restaurants/Dining,,
01/27/2025,01/24/2025,17.13,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
01/27/2025,01/23/2025,12.00,Debit,POS,POS,,,,,Portland State University Parking,Travel,,
01/27/2025,01/25/2025,10.96,Debit,POS,POS,,,,,DEBIT-DC XX 76 - ROCKET 5459 PORTLAND OR,Other Expenses,,
01/27/2025,01/26/2025,10.76,Debit,POS,POS,,,,,Lyft,Travel,,
01/27/2025,01/24/2025,10.16,Debit,POS,POS,,,,,DEBIT-DC XX 76 - ROCKET 5459 PORTLAND OR,Other Expenses,,
01/27/2025,01/25/2025,10.00,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLMAN'S HELLO INN PORTLAND OR,Other Expenses,,
01/27/2025,01/25/2025,9.99,Debit,POS,POS,,,,,Steam,Entertainment,,
01/27/2025,01/25/2025,8.00,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLMAN'S HELLO INN PORTLAND OR,Other Expenses,,
01/27/2025,01/27/2025,6.79,Debit,POS,POS,,,,,DEBIT-DC 7898 LS MEAT FOR CATS A XX6971 OR,Groceries,,
01/27/2025,01/25/2025,6.75,Debit,POS,POS,,,,,Marathon Taverna,Restaurants/Dining,,
01/27/2025,01/25/2025,6.75,Debit,POS,POS,,,,,Marathon Taverna,Restaurants/Dining,,
01/27/2025,01/26/2025,6.50,Debit,POS,POS,,,,,Floyd's Coffee Shop,Restaurants/Dining,,
01/27/2025,01/24/2025,41.55,Debit,ATM,ATM,,,,,ATM Withdrawal Plus P237842 Portland OR US,,,
01/27/2025,01/24/2025,1.00,Debit,Debit,Debit,,,,,ATM Fee - Withdrawal,,,
01/24/2025,01/24/2025,2.55,Credit,Credit,Credit,,,,,ATM Rebate,Refunds/Adjustments,,
01/24/2025,01/23/2025,11.85,Debit,POS,POS,,,,,DEBIT-DC 7898 COCINA CHOPOLLOS LLC PORTLAND OR US,Restaurants/Dining,,
01/24/2025,01/23/2025,10.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
01/23/2025,01/22/2025,30.00,Debit,POS,POS,,,,,DEBIT-DC 7898 NATH CORPORATIO PORTLAND OR US,Clothing/Shoes,,
01/23/2025,01/22/2025,9.65,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
01/23/2025,01/23/2025,8.34,Debit,POS,POS,,,,,Chevron,Gasoline/Fuel,,
01/23/2025,01/22/2025,7.25,Debit,POS,POS,,,,,Floyd's Coffee Shop,Restaurants/Dining,,
01/23/2025,01/21/2025,5.19,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
01/22/2025,01/21/2025,18.00,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *TON KAO LLC PORTLAND OR,General Merchandise,,
01/21/2025,01/21/2025,85.00,Debit,ACH Debit,ACH Debit,,,,,Payment to Comcast,Cable/Satellite Services,2100002,
01/21/2025,01/18/2025,59.15,Debit,POS,POS,,,,,H Mart,Groceries,,
01/21/2025,01/18/2025,39.00,Debit,POS,POS,,,,,DEBIT-DC 7898 GROUND BREAKER BRE PORTLAND OR,Restaurants/Dining,,
01/21/2025,01/18/2025,32.12,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
01/21/2025,01/19/2025,21.79,Debit,POS,POS,,,,,Seasweets Poke,Restaurants/Dining,,
01/21/2025,01/18/2025,21.60,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *SALVI PDX AT G GOSQ.COM OR,Online Services,,
01/21/2025,01/20/2025,19.55,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *TEXICANO PORTLAND OR,Restaurants/Dining,,
01/21/2025,01/15/2025,18.04,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
01/21/2025,01/18/2025,16.50,Debit,POS,POS,,,,,DoorDash,Restaurants/Dining,,
01/21/2025,01/17/2025,10.06,Debit,POS,POS,,,,,Wildflowerflorist,Gifts,,
01/21/2025,01/17/2025,9.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
01/21/2025,01/20/2025,6.75,Debit,POS,POS,,,,,Floyd's Coffee Shop,Restaurants/Dining,,
01/21/2025,01/19/2025,5.19,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
01/21/2025,01/19/2025,4.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
01/17/2025,01/17/2025,12.65,Debit,ACH Debit,ACH Debit,,,,,Transfer to PayPal,Transfers,9100001,
01/17/2025,01/15/2025,30.00,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
01/17/2025,01/15/2025,4.45,Debit,POS,POS,,,,,Starbucks,Restaurants/Dining,,
01/16/2025,01/15/2025,21.79,Debit,POS,POS,,,,,Seasweets Poke,Restaurants/Dining,,
01/16/2025,01/14/2025,14.00,Debit,POS,POS,,,,,Portland State University Parking,Travel,,
01/16/2025,01/16/2025,287.96,Credit,ACH Credit,ACH Credit,,,,,Bcforward Deposit,Deposits,4200001,
01/15/2025,01/14/2025,9.65,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
01/15/2025,01/14/2025,4.40,Debit,POS,POS,,,,,Coco Donuts,Restaurants/Dining,,
01/15/2025,01/14/2025,3.58,Debit,POS,POS,,,,,DEBIT-DC XX 76 - ROCKET 5459 PORTLAND OR,Other Expenses,,
01/14/2025,01/13/2025,142.10,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
01/14/2025,01/13/2025,76.00,Debit,POS,POS,,,,,Transfer to Amber,Transfers,,
01/14/2025,01/13/2025,5.15,Debit,POS,POS,,,,,Lyft,Travel,,
01/13/2025,01/12/2025,28.00,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *BABY DOLL PIZZ PORTLAND OR,Restaurants/Dining,,
01/13/2025,01/11/2025,18.59,Debit,POS,POS,,,,,Belmont Station,Groceries,,
01/13/2025,01/09/2025,18.39,Debit,POS,POS,,,,,Belmont Station,Groceries,,
01/13/2025,01/11/2025,15.53,Debit,POS,POS,,,,,Whole Foods Market,Groceries,,
01/13/2025,01/12/2025,15.00,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLMAN'S HELLO INN PORTLAND OR,Other Expenses,,
01/13/2025,01/09/2025,14.00,Debit,POS,POS,,,,,Portland State University Parking,Travel,,
01/13/2025,01/10/2025,13.30,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
01/13/2025,01/12/2025,8.99,Debit,POS,POS,,,,,Lyft,Travel,,
01/13/2025,01/12/2025,8.08,Debit,POS,POS,,,,,DEBIT-DC XX 76 - ROCKET 5459 PORTLAND OR,Other Expenses,,
01/13/2025,01/10/2025,6.75,Debit,POS,POS,,,,,Floyd's Coffee Shop,Restaurants/Dining,,
01/13/2025,01/10/2025,6.67,Debit,POS,POS,,,,,DEBIT-DC XX 76 - ROCKET 5459 PORTLAND OR,Other Expenses,,
01/13/2025,01/09/2025,5.19,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
01/13/2025,01/11/2025,4.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
01/13/2025,01/10/2025,4.35,Debit,POS,POS,,,,,DEBIT-DC 7898 PBC- PORTLAND OR10 PORTLAND OR,Other Expenses,,
01/13/2025,01/12/2025,4.08,Debit,POS,POS,,,,,DEBIT-DC 7898 LS MEAT FOR CATS A XX6971 OR,Groceries,,
01/13/2025,01/11/2025,41.55,Debit,ATM,ATM,,,,,ATM Withdrawal Plus PXX7842 Portland OR US,ATM/Cash Withdrawals,,
01/13/2025,01/11/2025,1.00,Debit,Debit,Debit,,,,,ATM Fee - Withdrawal,Service Charges/Fees,,
01/10/2025,01/09/2025,20.70,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *BELMONT STATIO PORTLAND OR,Other Expenses,,
01/10/2025,01/09/2025,3.70,Debit,POS,POS,,,,,DEBIT-DC 7898 SUNNYS ESPRESSO AN PORTLAND OR,Restaurants/Dining,,
01/09/2025,01/08/2025,150.00,Debit,POS,POS,,,,,Transfer to Venmo,Transfers,,
01/09/2025,01/09/2025,76.00,Debit,POS,POS,,,,,Transfer to Amber,Transfers,,
01/09/2025,01/08/2025,23.20,Debit,POS,POS,,,,,Seasweets Poke,Restaurants/Dining,,
01/09/2025,01/08/2025,15.95,Debit,POS,POS,,,,,Lyft,Travel,,
01/09/2025,01/09/2025,635.08,Credit,ACH Credit,ACH Credit,,,,,Bcforward Deposit,Deposits,4200001,
01/08/2025,01/06/2025,49.00,Debit,POS,POS,,,,,Mt. Hood Meadows,Groceries,,
01/08/2025,01/06/2025,25.95,Debit,POS,POS,,,,,DEBIT-DC 7898 SAHALE GRILL MOUNT HOOD PA OR,Restaurants/Dining,,
01/08/2025,01/07/2025,10.35,Debit,POS,POS,,,,,DEBIT-DC 7898 COCINA CHOPOLLOS LLC PORTLAND OR US,Restaurants/Dining,,
01/08/2025,01/07/2025,8.43,Debit,POS,POS,,,,,Chevron,Gasoline/Fuel,,
01/08/2025,01/06/2025,6.61,Debit,POS,POS,,,,,Wildflowerflorist,Gifts,,
01/08/2025,01/05/2025,6.00,Debit,POS,POS,,,,,DEBIT-DC 7898 SUBSCRIBESTAR XX0818 WY,Dues and Subscriptions,,
01/08/2025,01/07/2025,4.75,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *OLE PORTLAND OR,Restaurants/Dining,,
01/08/2025,01/07/2025,2.49,Debit,POS,POS,,,,,Coco Donuts,Restaurants/Dining,,
01/07/2025,01/07/2025,152.58,Debit,ACH Debit,ACH Debit,,,,,Payment to Allstate,Insurance,2100002,
01/07/2025,01/06/2025,29.51,Debit,POS,POS,,,,,Whole Foods Market,Groceries,,
01/07/2025,01/06/2025,25.00,Debit,POS,POS,,,,,DEBIT-DC 7898 ROCKET 5459 PORTLAND US,Other Expenses,,
01/07/2025,01/06/2025,10.00,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
01/07/2025,01/06/2025,6.99,Debit,POS,POS,,,,,Netflix,Entertainment,,
01/07/2025,01/06/2025,5.48,Debit,POS,POS,,,,,DEBIT-DC XX 76 - ROCKET 5459 PORTLAND OR,Other Expenses,,
01/06/2025,01/05/2025,66.27,Debit,POS,POS,,,,,Vivid Seats,Entertainment,,
01/06/2025,01/03/2025,20.95,Debit,POS,POS,,,,,Seasweets Poke,Restaurants/Dining,,
01/06/2025,01/04/2025,19.00,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *TEXICANO PORTLAND OR,Restaurants/Dining,,
01/06/2025,01/05/2025,11.55,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
01/06/2025,01/04/2025,6.75,Debit,POS,POS,,,,,Floyd's Coffee Shop,Restaurants/Dining,,
01/06/2025,01/03/2025,6.75,Debit,POS,POS,,,,,Floyd's Coffee Shop,Restaurants/Dining,,
01/06/2025,01/05/2025,5.77,Debit,POS,POS,,,,,DEBIT-DC XX 76 - ROCKET 5459 PORTLAND OR,Other Expenses,,
01/06/2025,01/05/2025,5.00,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
01/06/2025,01/03/2025,4.25,Debit,POS,POS,,,,,Floyd's Coffee Shop,Restaurants/Dining,,
01/06/2025,01/06/2025,1.00,Debit,POS,POS,,,,,DEBIT-DC 7898 ST. JUDE CHILDRENS STJUDE.ORG TN,Child/Dependent Expenses,,
01/03/2025,01/03/2025,1530.99,Debit,ACH Debit,ACH Debit,,,,,- Pl*anchornwprope Web Pmts XX2468,Rent,11192468,
01/03/2025,01/03/2025,72.59,Debit,ACH Debit,ACH Debit,,,,,Payment to Portland General Electric,Utilities,9100001,
01/03/2025,12/31/2024,15.00,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLMAN'S HELLO INN PORTLAND OR,Other Expenses,,
01/03/2025,01/01/2025,9.00,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLMAN'S HELLO INN PORTLAND OR,Other Expenses,,
01/03/2025,01/01/2025,8.00,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLMAN'S HELLO INN PORTLAND OR,Other Expenses,,
01/03/2025,12/31/2024,8.00,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLMAN'S HELLO INN PORTLAND OR,Other Expenses,,
01/03/2025,01/01/2025,8.00,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLMAN'S HELLO INN PORTLAND OR,Other Expenses,,
01/03/2025,12/31/2024,8.00,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLMAN'S HELLO INN PORTLAND OR,Other Expenses,,
01/03/2025,01/02/2025,7.99,Debit,POS,POS,,,,,Crunchyroll,Entertainment,,
01/03/2025,01/01/2025,7.24,Debit,POS,POS,,,,,Beulahland,Restaurants/Dining,,
01/03/2025,01/02/2025,6.75,Debit,POS,POS,,,,,Floyd's Coffee Shop,Restaurants/Dining,,
01/03/2025,01/02/2025,3.38,Debit,POS,POS,,,,,DEBIT-DC XX 76 - ROCKET 5459 PORTLAND OR,Other Expenses,,
01/02/2025,01/02/2025,12.67,Debit,ACH Debit,ACH Debit,,,,,Payment to Chase,Credit Card Payments,2100002,
01/02/2025,12/31/2024,20.49,Debit,POS,POS,,,,,DEBIT-DC 7898 ROCKET 5459 PORTLAND US,Other Expenses,,
01/02/2025,12/31/2024,19.98,Debit,POS,POS,,,,,Belmont Station,Groceries,,
01/02/2025,12/31/2024,17.83,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLD THE WHEAT BEAVERTON OR,Restaurants/Dining,,
01/02/2025,12/30/2024,14.39,Debit,POS,POS,,,,,Belmont Station,Groceries,,
01/02/2025,01/01/2025,11.99,Debit,POS,POS,,,,,Spotify,Entertainment,,
01/02/2025,01/01/2025,10.97,Debit,POS,POS,,,,,Plaid Pantry,Groceries,,
01/02/2025,01/02/2025,1142.31,Credit,ACH Credit,ACH Credit,,,,,Bcforward Deposit,Deposits,4200001,
01/02/2025,12/30/2024,299.99,Credit,Credit,Credit,,,,,Adjustment - Cr Play It Again Spor Dedham MA,Refunds/Adjustments,,
12/31/2024,12/31/2024,0.05,Credit,Credit,Credit,,,,,Interest Income,Interest,,
12/31/2024,12/30/2024,117.39,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
12/31/2024,12/30/2024,22.00,Debit,POS,POS,,,,,City State Diner,Restaurants/Dining,,
12/31/2024,12/30/2024,18.40,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *BELMONT STATIO PORTLAND OR,Other Expenses,,
12/31/2024,12/30/2024,4.78,Debit,POS,POS,,,,,DEBIT-DC XX 76 - ROCKET 5459 PORTLAND OR,Other Expenses,,
12/30/2024,12/28/2024,36.00,Debit,POS,POS,,,,,Supercuts,Personal Care,,
12/30/2024,12/27/2024,32.98,Debit,POS,POS,,,,,Belmont Station,Groceries,,
12/30/2024,12/28/2024,24.00,Debit,POS,POS,,,,,Mt. Hood Meadows,Groceries,,
12/30/2024,12/28/2024,22.00,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *BABY DOLL PIZZ PORTLAND OR,Restaurants/Dining,,
12/30/2024,12/27/2024,18.88,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *TON KAO LLC PORTLAND OR,General Merchandise,,
12/30/2024,12/28/2024,18.59,Debit,POS,POS,,,,,Belmont Station,Groceries,,
12/30/2024,12/28/2024,15.00,Debit,POS,POS,,,,,Mt. Hood Meadows,Groceries,,
12/30/2024,12/29/2024,14.90,Debit,POS,POS,,,,,Powell's Books,Hobbies,,
12/30/2024,12/28/2024,10.95,Debit,POS,POS,,,,,DEBIT-DC 7898 SAHALE GRILL MOUNT HOOD PA OR,Restaurants/Dining,,
12/30/2024,12/28/2024,10.00,Debit,POS,POS,,,,,Wildflowerflorist,Gifts,,
12/30/2024,12/28/2024,10.00,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
12/30/2024,12/29/2024,9.65,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
12/30/2024,12/28/2024,5.19,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
12/30/2024,12/29/2024,4.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
12/30/2024,12/27/2024,2.99,Debit,POS,POS,,,,,Apple,Electronics,,
12/27/2024,12/27/2024,15.06,Debit,ACH Debit,ACH Debit,,,,,Payment to Allstate,Insurance,2100002,
12/27/2024,12/27/2024,450.00,Debit,Transfer,Transfer,,,,,Transfer To Credit Card -4587,Transfers,,
12/27/2024,12/27/2024,75.97,Debit,POS,POS,,,,,Next Adventure,Travel,,
12/27/2024,12/25/2024,20.64,Debit,POS,POS,,,,,DEBIT-DC 7898 HAPPY PANDA RESTAU XX3663 OR,Restaurants/Dining,,
12/27/2024,12/26/2024,9.65,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
12/27/2024,12/26/2024,5.78,Debit,POS,POS,,,,,DEBIT-DC XX 76 - ROCKET 5459 PORTLAND OR,Other Expenses,,
12/27/2024,12/26/2024,5.00,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
12/27/2024,12/27/2024,1989.89,Credit,ACH Credit,ACH Credit,,,,,Department Of Veteran Affairs Deposit,Deposits,11103600,
12/26/2024,12/24/2024,62.24,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
12/26/2024,12/23/2024,20.25,Debit,POS,POS,,,,,FedEx,Postage and Shipping,,
12/26/2024,12/24/2024,18.27,Debit,POS,POS,,,,,Trader Joe's,Groceries,,
12/26/2024,12/24/2024,5.38,Debit,POS,POS,,,,,Plaid Pantry,Groceries,,
12/26/2024,12/26/2024,100.00,Credit,Transfer,Transfer,,,,,Transfer From Savings -0086,Transfers,,
12/26/2024,12/26/2024,1137.94,Credit,ACH Credit,ACH Credit,,,,,Bcforward Deposit,Deposits,4200001,
12/26/2024,12/26/2024,250.00,Credit,ACH Credit,ACH Credit,,,,,Salary/Regular Income from U.s. Dept. Of Veterans Affairs,Paychecks/Salary,11173693,
12/24/2024,12/24/2024,2.55,Credit,Credit,Credit,,,,,ATM Rebate,Refunds/Adjustments,,
12/24/2024,12/23/2024,248.99,Debit,POS,POS,,,,,Play It Again Sports,General Merchandise,,
12/24/2024,12/23/2024,57.99,Debit,POS,POS,,,,,DEBIT-DC 7898 LUGLESS XX0797 MA,Clothing/Shoes,,
12/24/2024,12/23/2024,9.65,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
12/24/2024,12/23/2024,5.00,Debit,POS,POS,,,,,DEBIT-DC 7898 LUGLESS XX0797 MA,Clothing/Shoes,,
12/24/2024,12/24/2024,500.00,Debit,ACH Debit,ACH Debit,,,,,ACH Debit - Theresa Rau,Other Expenses,9999999999,
12/24/2024,12/24/2024,500.00,Credit,Transfer,Transfer,,,,,Transfer From Savings -0086,Transfers,,
12/23/2024,12/23/2024,85.00,Debit,ACH Debit,ACH Debit,,,,,Payment to Comcast,Cable/Satellite Services,2100002,
12/23/2024,12/23/2024,800.00,Debit,Transfer,Transfer,,,,,Transfer To Savings -0086,Savings,,
12/23/2024,12/21/2024,51.00,Debit,POS,POS,,,,,Mt. Hood Meadows,Groceries,,
12/23/2024,12/21/2024,40.10,Debit,POS,POS,,,,,DEBIT-DC 7898 ROCKET 5459 PORTLAND US,Other Expenses,,
12/23/2024,12/21/2024,23.44,Debit,POS,POS,,,,,Shake Shack,Restaurants/Dining,,
12/23/2024,12/21/2024,23.44,Debit,POS,POS,,,,,Shake Shack,Restaurants/Dining,,
12/23/2024,12/20/2024,20.39,Debit,POS,POS,,,,,Belmont Station,Groceries,,
12/23/2024,12/22/2024,18.50,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *TEXICANO PORTLAND OR,Restaurants/Dining,,
12/23/2024,12/21/2024,15.25,Debit,POS,POS,,,,,Wildflowerflorist,Gifts,,
12/23/2024,12/21/2024,14.39,Debit,POS,POS,,,,,Belmont Station,Groceries,,
12/23/2024,12/22/2024,13.46,Debit,POS,POS,,,,,DEBIT-DC XX 76 - ROCKET 5459 PORTLAND OR,Other Expenses,,
12/23/2024,12/22/2024,8.50,Debit,POS,POS,,,,,The Vern,Restaurants/Dining,,
12/23/2024,12/22/2024,8.00,Debit,POS,POS,,,,,Bare Bones,Restaurants/Dining,,
12/23/2024,12/22/2024,8.00,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLMAN'S HELLO INN PORTLAND OR,Other Expenses,,
12/23/2024,12/22/2024,8.00,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLMAN'S HELLO INN PORTLAND OR,Other Expenses,,
12/23/2024,12/21/2024,5.95,Debit,POS,POS,,,,,Wildflowerflorist,Gifts,,
12/23/2024,12/21/2024,5.19,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
12/23/2024,12/21/2024,1.99,Debit,POS,POS,,,,,DEBIT-DC XX 76 - ROCKET 5459 PORTLAND OR,Other Expenses,,
12/23/2024,12/23/2024,209.00,Credit,Transfer,Transfer,,,,,Transfer From Savings -0086,Transfers,,
12/23/2024,12/21/2024,23.44,Credit,Credit,Credit,,,,,Shake Shack,Restaurants/Dining,,
12/19/2024,12/18/2024,82.26,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
12/19/2024,12/17/2024,38.40,Debit,POS,POS,,,,,Hey Love,Restaurants/Dining,,
12/19/2024,12/18/2024,20.02,Debit,POS,POS,,,,,DEBIT-DC 7898 ROCKET 5459 PORTLAND US,Other Expenses,,
12/19/2024,12/18/2024,5.78,Debit,POS,POS,,,,,DEBIT-DC XX 76 - ROCKET 5459 PORTLAND OR,Other Expenses,,
12/19/2024,12/19/2024,1137.93,Credit,ACH Credit,ACH Credit,,,,,Bcforward Deposit,Deposits,4200001,
12/18/2024,12/17/2024,16.52,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *TON KAO LLC PORTLAND OR,General Merchandise,,
12/17/2024,12/17/2024,12.65,Debit,ACH Debit,ACH Debit,,,,,Transfer to PayPal,Transfers,9100001,
12/17/2024,12/15/2024,17.95,Debit,POS,POS,,,,,DEBIT-DC 7898 HAPPY PANDA RESTAU XX3663 OR,Restaurants/Dining,,
12/17/2024,12/16/2024,13.80,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *FOMO CHICKEN PORTLAND OR,Restaurants/Dining,,
12/17/2024,12/16/2024,4.78,Debit,POS,POS,,,,,DEBIT-DC XX 76 - ROCKET 5459 PORTLAND OR,Other Expenses,,
12/16/2024,12/13/2024,170.02,Debit,POS,POS,,,,,Banfield Pet Hospital,Pets/Pet Care,,
12/16/2024,12/14/2024,43.03,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
12/16/2024,12/15/2024,35.98,Debit,POS,POS,,,,,Next Adventure,Travel,,
12/16/2024,12/14/2024,29.00,Debit,POS,POS,,,,,DEBIT-DC 7898 MOMO PORTLAND OR,Other Expenses,,
12/16/2024,12/14/2024,28.00,Debit,POS,POS,,,,,DEBIT-DC 7898 GROUND BREAKER BRE PORTLAND OR,Restaurants/Dining,,
12/16/2024,12/14/2024,20.95,Debit,POS,POS,,,,,Seasweets Poke,Restaurants/Dining,,
12/16/2024,12/13/2024,4.78,Debit,POS,POS,,,,,DEBIT-DC XX 76 - ROCKET 5459 PORTLAND OR,Other Expenses,,
